epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,1.9182728491617405,0.2750845797720798,1.7148339277267457,0.3516,0.09972609476841367,21.076959371566772
2,1.6270259333471966,0.39932781339031337,1.558847930908203,0.414,0.09890738003669028,22.668846368789673
3,1.4795283007825542,0.45764334045584043,1.5347382987976075,0.4528,0.09755282581475767,20.89054775238037
4,1.2816961996915333,0.5374821937321937,1.1992719024658203,0.5732,0.09567727288213003,22.51525044441223
5,1.1211195564337946,0.5970219017094017,1.4504799057006836,0.5284,0.09330127018922194,20.8482723236084
6,1.0160944147666975,0.6404246794871795,1.2043546514511108,0.5998,0.09045084971874737,22.400697708129883
7,0.9398095324168517,0.6729656339031339,1.5334895702362061,0.5152,0.0871572412738697,20.683485746383667
8,0.8843565364169259,0.6932647792022792,1.1152563777923583,0.6242,0.0834565303179429,22.41270661354065
9,0.835594938181744,0.7093794515669516,1.7842240810394288,0.5264,0.07938926261462365,21.050256967544556
10,0.8016087708310184,0.7229122150997151,1.9503861907958984,0.498,0.07499999999999998,22.60204529762268
11,0.7689046866533763,0.7366898148148148,1.096913660621643,0.6442,0.07033683215379001,20.885406255722046
12,0.7419339778416517,0.7447694088319088,0.9339665739059448,0.6758,0.06545084971874737,22.13579559326172
13,0.7143701891444008,0.7540954415954416,1.6440699310302735,0.5444,0.06039558454088796,21.639721632003784
14,0.690587415739342,0.7632656695156695,0.8885207097053528,0.7096,0.05522642316338268,21.71924090385437
15,0.6552385151216448,0.7764868233618234,1.26218917427063,0.6232,0.05000000000000001,21.783037900924683
16,0.6291840024653323,0.7838319088319088,0.7570442932128906,0.7376,0.04477357683661733,21.179362535476685
17,0.598362042693331,0.7938701923076923,0.6757863070487976,0.7708,0.03960441545911203,21.995187282562256
18,0.5739957843071375,0.8037971866096866,0.8702164335250855,0.7206,0.03454915028125263,20.229918241500854
19,0.5429593296641977,0.8131009615384616,0.6732914571762085,0.766,0.02966316784621,22.193867444992065
20,0.5137401620546976,0.8248308404558404,0.6274535133361816,0.7876,0.025000000000000012,20.864935874938965
21,0.4908487726310719,0.8310630341880342,0.6094717244148254,0.7912,0.02061073738537635,22.1192307472229
22,0.4564307431379954,0.8427929131054132,0.4939485482215881,0.832,0.016543469682057107,20.471704959869385
23,0.4223207540576614,0.8553685897435898,0.48848205490112306,0.835,0.012842758726130301,22.223142385482788
24,0.38964368610979827,0.8678552350427351,0.5008782020568847,0.8292,0.009549150281252635,20.973212480545044
25,0.36096350916600295,0.8770922364672364,0.4844522152900696,0.833,0.006698729810778067,22.296859979629517
26,0.3316147687852892,0.8853721509971509,0.47153753747940064,0.8308,0.004322727117869953,20.844505071640015
27,0.3076881897075903,0.8953436609686609,0.40451254596710207,0.8634,0.002447174185242324,22.2337863445282
28,0.2822987745884816,0.9040464743589743,0.38682698230743406,0.8674,0.0010926199633097158,21.02934241294861
29,0.2681737792203229,0.9093660968660968,0.3830661148548126,0.8736,0.00027390523158633,21.9889817237854
30,0.25902461487683137,0.9122818732193733,0.3776270965099335,0.873,0.0,21.66568946838379
