epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,1.8929850827594767,0.29371438746438744,1.7984773818969726,0.3326,0.09972609476841367,29.75094962120056
2,1.544878780332386,0.4283965455840456,1.404243377685547,0.4784,0.09890738003669028,29.715752601623535
3,1.3053268012497838,0.5269542378917379,1.3962809707641601,0.5156,0.09755282581475767,30.03939700126648
4,1.0743706886924569,0.6172987891737892,1.3870084257125854,0.5408,0.09567727288213003,30.273764848709106
5,0.9116941009491597,0.6792200854700855,1.259956004524231,0.609,0.09330127018922194,30.08072566986084
6,0.8189252470633244,0.7177038817663818,1.1529620574951172,0.6192,0.09045084971874737,29.698522806167603
7,0.7629822020517115,0.7357104700854701,0.9360487697601318,0.6878,0.0871572412738697,29.70843005180359
8,0.7149941902554613,0.7550970441595442,0.9845509149551391,0.6752,0.0834565303179429,29.691589832305908
9,0.6723006653819669,0.7714565527065527,0.8696322394371032,0.7006,0.07938926261462365,29.4083354473114
10,0.6437839068408705,0.7778890669515669,0.829038317489624,0.7252,0.07499999999999998,29.574636936187744
11,0.6143154850882343,0.7904870014245015,0.8909640567779541,0.7012,0.07033683215379001,29.517318964004517
12,0.5886141324994231,0.8001469017094017,0.6534815362930297,0.779,0.06545084971874737,29.53222894668579
13,0.5629887703986589,0.8053552350427351,0.8381776082992554,0.7354,0.06039558454088796,29.51788830757141
14,0.5387897669759572,0.8154380341880342,0.7171015160560608,0.757,0.05522642316338268,29.64058828353882
15,0.51530509448459,0.8248753561253561,0.7787492577552796,0.7378,0.05000000000000001,30.09554171562195
16,0.48853277200647227,0.8331107549857549,0.7057499300956727,0.7622,0.04477357683661733,30.43360137939453
17,0.4647234298734583,0.8435719373219374,0.617316024684906,0.7938,0.03960441545911203,30.18714189529419
18,0.43980993661615586,0.8499599358974359,0.8284531091690064,0.7424,0.03454915028125263,29.590912342071533
19,0.4133497941867578,0.859375,0.5703196262359619,0.8076,0.02966316784621,29.655330896377563
20,0.3836505807872511,0.8694132834757835,0.5327936137199402,0.8214,0.025000000000000012,29.668788194656372
21,0.3619278748320718,0.8773148148148148,0.5218801543235779,0.828,0.02061073738537635,29.722681045532227
22,0.3286822290502043,0.88713051994302,0.5258393288612365,0.8318,0.016543469682057107,29.916040658950806
23,0.29832829921333875,0.8970129985754985,0.41677633080482485,0.8608,0.012842758726130301,29.75786590576172
24,0.2712818964509203,0.9058716168091168,0.4043930485248566,0.8636,0.009549150281252635,29.799527883529663
25,0.2402247181347972,0.9191595441595442,0.37311197352409364,0.8714,0.006698729810778067,29.673228979110718
26,0.2161981733860793,0.9255030270655271,0.35881319885253904,0.8794,0.004322727117869953,29.88508367538452
27,0.19236718290127242,0.9346955128205128,0.3269185180187225,0.8888,0.002447174185242324,30.38815450668335
28,0.1675347037761979,0.9436654202279202,0.3178278082370758,0.8922,0.0010926199633097158,30.478058576583862
29,0.15542979010956579,0.9483618233618234,0.31111218361854553,0.8978,0.00027390523158633,29.70832586288452
30,0.14980551285239366,0.9503205128205128,0.3116914758205414,0.898,0.0,29.73233675956726
