epoch,block,stage,grad_norm,weight_norm
1,0,stage1,16.868431112604505,7.817213299907142
1,1,stage1,12.547933151451318,7.9128737615983855
1,2,stage1,9.579579179157916,8.012658118534182
1,3,stage1,7.082065992485797,7.93552115696977
1,4,stage1,6.168722772199994,8.10141370704733
1,5,stage1,5.034167184453436,8.041490608883937
1,6,stage1,3.8265171956456405,7.997432177423896
1,7,stage1,3.0017097687225744,7.89480945185683
1,8,stage1,2.6816067953955693,7.849326047698374
1,9,stage2,3.062084714797771,9.856644967340918
1,10,stage2,2.3839472835779962,11.243753521649932
1,11,stage2,1.8419527248814618,11.309401619999239
1,12,stage2,1.479635159977672,11.312836531380722
1,13,stage2,1.2076439644900219,11.3391830456852
1,14,stage2,1.0041081266368577,11.350652102924355
1,15,stage2,0.80496764630406,11.193639849914755
1,16,stage2,0.6393021439688654,11.372250402784527
1,17,stage2,0.5349770963080032,11.310037250002122
1,18,stage3,0.6617904615220924,13.815448981274521
1,19,stage3,0.5158513829306733,15.970663833149967
1,20,stage3,0.40798455186189697,15.978777877805978
1,21,stage3,0.325972547557829,16.012401066518382
1,22,stage3,0.27004879522145797,16.066481753560733
1,23,stage3,0.23266250111346204,15.98789305393926
1,24,stage3,0.21870114853882883,15.974632180147863
1,25,stage3,0.21421070902512504,16.037861849240144
1,26,stage3,0.24521472403744807,15.998851019612436
15,0,stage1,0.12324756952132299,4.2235684604924195
15,1,stage1,0.08344514446788064,3.5590827346321676
15,2,stage1,0.1452314068520192,4.4402944872684955
15,3,stage1,0.1314252833173993,4.132392616792219
15,4,stage1,0.10000603367067051,3.3189850431210415
15,5,stage1,0.11833545376986095,3.676716441292808
15,6,stage1,0.1290831363703976,3.8882245238038613
15,7,stage1,0.13300653266571075,4.174388913872336
15,8,stage1,0.1694854305245368,5.301561021340836
15,9,stage2,0.23645582768433263,7.2920312263544185
15,10,stage2,0.1706320566684863,5.893980492203929
15,11,stage2,0.20045785203837746,6.345346334517957
15,12,stage2,0.20646131087201666,6.409777753907868
15,13,stage2,0.1707539274403178,5.465564257642476
15,14,stage2,0.17481753232850375,5.388321270931645
15,15,stage2,0.1649110822656357,5.2843249697039845
15,16,stage2,0.14119013175331083,4.768150785903719
15,17,stage2,0.13402958293535333,4.45926155101069
15,18,stage3,0.28845449891426234,8.848259736420443
15,19,stage3,0.31596555159878564,10.086300394989184
15,20,stage3,0.2984728165645953,9.60676194305436
15,21,stage3,0.25446290838017016,8.19256667984527
15,22,stage3,0.2196786404379232,7.035818421476307
15,23,stage3,0.15651127309348012,5.455970349743058
15,24,stage3,0.15981805962241183,5.238638436857342
15,25,stage3,0.15068770765818715,4.936546330158343
15,26,stage3,0.2071229893380175,5.798030193212082
30,0,stage1,0.14042622703883234,3.1086024565861203
30,1,stage1,0.13877358199132822,2.749323154731554
30,2,stage1,0.17960071541185985,3.6498333305034767
30,3,stage1,0.175412724213534,3.387491069936771
30,4,stage1,0.13359569930165838,2.6676717344308454
30,5,stage1,0.14582030771757742,3.071258942618604
30,6,stage1,0.1617766205355736,3.2366084251965015
30,7,stage1,0.17521179997699676,3.473678730126823
30,8,stage1,0.22429187559151975,4.642584390278955
30,9,stage2,0.28394309416799296,6.135155802320753
30,10,stage2,0.25150963097393847,4.778730738523931
30,11,stage2,0.28760979307824774,5.290283242558854
30,12,stage2,0.2831896153878044,5.4476084965426805
30,13,stage2,0.2484606048348579,4.656717264168586
30,14,stage2,0.2664753436937754,4.6457349598594995
30,15,stage2,0.2521751519669874,4.504956165231708
30,16,stage2,0.2602894814172433,3.985101371825513
30,17,stage2,0.21275612318235135,3.6294724071025057
30,18,stage3,0.507952421425193,8.0546875
30,19,stage3,0.5953751333333854,8.99554163389339
30,20,stage3,0.5954046283231937,8.647944793863733
30,21,stage3,0.5230186195519153,7.308354172482969
30,22,stage3,0.4341828494143444,6.112135475694415
30,23,stage3,0.2788751392483845,4.412979830407289
30,24,stage3,0.25568456720550486,4.21799507450849
30,25,stage3,0.2200511484671754,3.9700506286851973
30,26,stage3,0.20994578462081379,4.724396012066834
