epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,1.7214903271096385,0.3506054131054131,1.5753216171264648,0.4334,0.09972609476841367,19.782624006271362
2,1.291551779647838,0.5292913105413105,1.299972388648987,0.5304,0.09890738003669028,18.832279205322266
3,1.0195184907003005,0.6377982549857549,1.347533903503418,0.5664,0.09755282581475767,19.15492534637451
4,0.8901984655958974,0.6873219373219374,0.988549862575531,0.656,0.09567727288213003,19.691158056259155
5,0.8080969021530913,0.7185941951566952,1.0026758808135987,0.6582,0.09330127018922194,18.80147385597229
6,0.7579233710922068,0.7376246438746439,1.5640449644088745,0.544,0.09045084971874737,19.06383466720581
7,0.7162510139650089,0.7523148148148148,0.805535756778717,0.7288,0.0871572412738697,19.972944736480713
8,0.6865641550290958,0.7627759971509972,0.8220897861480713,0.7334,0.0834565303179429,18.842145919799805
9,0.655878442899454,0.7751290954415955,0.7617563960075379,0.7404,0.07938926261462365,19.112903594970703
10,0.6299345922096502,0.7814058048433048,0.8258914848327636,0.728,0.07499999999999998,19.951366662979126
11,0.6127631431631213,0.7894631410256411,0.8550774345397949,0.721,0.07033683215379001,19.0627179145813
12,0.5841311085597742,0.7997240028490028,0.7716001304626465,0.739,0.06545084971874737,19.32113027572632
13,0.5630121684481955,0.8066016737891738,1.0614662378311157,0.6888,0.06039558454088796,19.670785427093506
14,0.5453855950608213,0.8119212962962963,0.6386942765235901,0.7778,0.05522642316338268,18.925756692886353
15,0.5224461113116001,0.8192663817663818,0.9153145359039306,0.7116,0.05000000000000001,19.68126630783081
16,0.5030396989947371,0.8284366096866097,0.6222446959495544,0.7836,0.04477357683661733,19.311903953552246
17,0.48005142323991173,0.8352252492877493,0.5698914080619812,0.8044,0.03960441545911203,18.655316829681396
18,0.4537978959389222,0.8441728988603988,0.523342056798935,0.8226,0.03454915028125263,20.12301540374756
19,0.43520918021514543,0.8500489672364673,0.5181560299873352,0.8272,0.02966316784621,18.753082275390625
20,0.4081258399364276,0.860176282051282,0.5162322303771972,0.8292,0.025000000000000012,18.56444215774536
21,0.38813822438404433,0.8650952635327636,0.48842136735916136,0.837,0.02061073738537635,20.051231384277344
22,0.35842849229305895,0.8765357905982906,0.4796920307159424,0.8432,0.016543469682057107,19.051743030548096
23,0.33356115056408775,0.8854389245014245,0.4419396243572235,0.8528,0.012842758726130301,18.739386081695557
24,0.2998353208911385,0.8970797720797721,0.4278178740501404,0.8624,0.009549150281252635,20.163311004638672
25,0.2817674636246472,0.9026442307692307,0.41066266627311704,0.8672,0.006698729810778067,18.6306414604187
26,0.2556648749826301,0.9125934829059829,0.37702027168273927,0.8762,0.004322727117869953,18.619041919708252
27,0.2378453811009725,0.9190037393162394,0.3638803447723389,0.88,0.002447174185242324,20.079298496246338
28,0.21920053764880554,0.9258146367521367,0.35388095755577087,0.8852,0.0010926199633097158,18.481969833374023
29,0.2054639136859155,0.9291087962962963,0.34914516658782957,0.888,0.00027390523158633,18.871920824050903
30,0.19776941557810176,0.9336271367521367,0.34581162395477294,0.887,0.0,19.952701091766357
