epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,1.9249112242647046,0.27564102564102566,1.7781763063430787,0.3204,0.09972609476841367,20.944227695465088
2,1.6706339029165416,0.3749554843304843,1.6729575429916381,0.383,0.09890738003669028,22.306457996368408
3,1.4708981194727102,0.4601584757834758,1.4947023513793944,0.4798,0.09755282581475767,20.493964672088623
4,1.2506836527093523,0.5481659544159544,1.2462799142837524,0.56,0.09567727288213003,22.07657766342163
5,1.0933170838233752,0.6109998219373219,1.216944976425171,0.583,0.09330127018922194,20.55851674079895
6,0.9987498044628024,0.6480146011396012,1.3545336965560912,0.555,0.09045084971874737,22.04332208633423
7,0.9242427274372503,0.6776175213675214,1.2847413333892823,0.5786,0.0871572412738697,20.50996994972229
8,0.8752310493393162,0.692886396011396,2.1878950084686277,0.4074,0.0834565303179429,21.87898850440979
9,0.8340198689716154,0.7100471866096866,1.2907689073562623,0.5778,0.07938926261462365,20.576578378677368
10,0.7939387334038389,0.7254941239316239,0.9631339813232422,0.6718,0.07499999999999998,22.094729900360107
11,0.7617052778219565,0.7370904558404558,0.8662254364013672,0.7036,0.07033683215379001,20.523032426834106
12,0.7330938927468411,0.7469951923076923,0.8806802963256836,0.699,0.06545084971874737,21.9565269947052
13,0.7053428679449946,0.7574786324786325,1.1263602235794068,0.629,0.06039558454088796,20.303139209747314
14,0.6807877446002091,0.767516915954416,1.106825248527527,0.6544,0.05522642316338268,22.11918592453003
15,0.6463412221340712,0.7782451923076923,0.8330728346824646,0.7288,0.05000000000000001,20.4582941532135
16,0.6267107130795123,0.7857238247863247,0.9719887150764466,0.6866,0.04477357683661733,21.852965116500854
17,0.5949635322277362,0.7946269586894587,0.6462252723693848,0.7786,0.03960441545911203,20.513089418411255
18,0.5709370469775294,0.8055110398860399,0.7294052620887757,0.7606,0.03454915028125263,21.433270931243896
19,0.5415833615339719,0.8143696581196581,0.6585728450775147,0.781,0.02966316784621,21.21156406402588
20,0.5142779631322605,0.8241631054131054,0.696027564239502,0.7722,0.025000000000000012,20.695636987686157
21,0.4858013408476131,0.8329549501424501,0.6686960641860962,0.781,0.02061073738537635,21.425480842590332
22,0.45746246472722785,0.8426593660968661,0.5915506333351135,0.8018,0.016543469682057107,20.343736171722412
23,0.42437834086750986,0.8554576210826211,0.5875875280380249,0.8064,0.012842758726130301,21.84765625
24,0.3943767794686505,0.8653400997150997,0.5221215377807618,0.8314,0.009549150281252635,20.480744123458862
25,0.3686150233035753,0.8741542022792023,0.45238763999938963,0.849,0.006698729810778067,22.286603212356567
26,0.33316862426082633,0.8849937678062678,0.4399392197608948,0.8544,0.004322727117869953,20.421082258224487
27,0.30819657899205843,0.8939859330484331,0.4371156619548798,0.8624,0.002447174185242324,22.127098560333252
28,0.29220809360854644,0.8999955484330484,0.40540486016273497,0.8646,0.0010926199633097158,20.626936674118042
29,0.27398401112468157,0.9065393518518519,0.4006743369102478,0.87,0.00027390523158633,21.76330304145813
30,0.2669438912912651,0.9096331908831908,0.3969037220478058,0.8694,0.0,19.966847896575928
