epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,1.9764034313354057,0.2769097222222222,1.6793273485183715,0.3722,0.09972609476841367,21.244138717651367
2,1.327937093385604,0.5122195512820513,1.2182530700683594,0.5662,0.09890738003669028,22.761285543441772
3,1.0010210533767006,0.6441862535612536,1.0440981287002564,0.657,0.09755282581475767,21.091458082199097
4,0.8160216140950847,0.7161235754985755,1.0020625093460083,0.6714,0.09567727288213003,22.557563543319702
5,0.7239773545170102,0.7467503561253561,0.8514237794876098,0.7288,0.09330127018922194,21.19391369819641
6,0.6624998932550435,0.7718126780626781,0.8339695001602173,0.729,0.09045084971874737,22.43039298057556
7,0.6178886241722651,0.7877492877492878,0.7553284055709839,0.7376,0.0871572412738697,21.626426696777344
8,0.5857444268855614,0.7973424145299145,0.8309489422798156,0.727,0.0834565303179429,22.407775163650513
9,0.5545170482916709,0.8091390669515669,0.813839630317688,0.7328,0.07938926261462365,21.60075283050537
10,0.5297920628320797,0.8179976851851852,0.7413748727798462,0.7566,0.07499999999999998,21.868544816970825
11,0.501677015907744,0.8280582264957265,0.7374525806427003,0.7476,0.07033683215379001,22.172778606414795
12,0.482318406431084,0.8328881766381766,0.6403972685813903,0.7902,0.06545084971874737,21.962257623672485
13,0.45498848335016145,0.8425925925925926,0.5451284782409668,0.8138,0.06039558454088796,22.68899154663086
14,0.4394048249449825,0.8511173433048433,0.6948210483551025,0.7754,0.05522642316338268,21.248077392578125
15,0.4160093743237335,0.8567708333333334,0.5484947538375855,0.8124,0.05000000000000001,22.67739176750183
16,0.3983310442364793,0.8626469017094017,0.5228761902809143,0.821,0.04477357683661733,21.188560724258423
17,0.3755173100280626,0.8696803774928775,0.465437536907196,0.848,0.03960441545911203,22.636443614959717
18,0.34558310081646315,0.8816996082621082,0.4982351582527161,0.8416,0.03454915028125263,21.039835453033447
19,0.32773009443554785,0.8868189102564102,0.4422342038154602,0.8582,0.02966316784621,22.552152156829834
20,0.3052517460112558,0.8938078703703703,0.4869218635559082,0.8404,0.025000000000000012,21.002431392669678
21,0.28025030694965625,0.9042022792022792,0.3854502000808716,0.8702,0.02061073738537635,22.7411949634552
22,0.2599976716557799,0.9107015669515669,0.4042558970928192,0.8644,0.016543469682057107,21.072468042373657
23,0.23312137791743645,0.9192263176638177,0.3565681118965149,0.8844,0.012842758726130301,22.6334171295166
24,0.2076023336277049,0.9298210470085471,0.3204867680549622,0.898,0.009549150281252635,21.269004821777344
25,0.18361949133142785,0.9378116096866097,0.3192371917247772,0.899,0.006698729810778067,22.661102294921875
26,0.15921136857862148,0.9460915242165242,0.30457776980400086,0.9004,0.004322727117869953,21.868298053741455
27,0.13853379548062966,0.9532140313390314,0.29306487607955933,0.9062,0.002447174185242324,22.19689154624939
28,0.12568754391834946,0.9580217236467237,0.28930521430969236,0.906,0.0010926199633097158,22.94432544708252
29,0.11421719473651332,0.9626513532763533,0.2799864515781403,0.9108,0.00027390523158633,21.42830801010132
30,0.11091521164757913,0.9640313390313391,0.27876926050186157,0.9102,0.0,22.669869899749756
