epoch,block,stage,grad_norm,weight_norm
1,0,stage1,96.61832932989475,7.817213299907142
1,1,stage1,62.807201074685196,7.9128737615983855
1,2,stage1,45.13201055198897,8.012658118534182
1,3,stage1,34.5482123921367,7.93552115696977
1,4,stage1,25.79374756273462,8.10141370704733
1,5,stage1,18.982222823610392,8.041490608883937
1,6,stage1,13.14715508266249,7.997432177423896
1,7,stage1,10.681825972061711,7.89480945185683
1,8,stage1,8.84238749546032,7.849326047698374
1,9,stage2,8.914384199216743,9.856644967340918
1,10,stage2,6.441337552696135,11.243753521649932
1,11,stage2,4.69680838471036,11.309401619999239
1,12,stage2,3.5948164311258552,11.312836531380722
1,13,stage2,2.684507700223602,11.3391830456852
1,14,stage2,2.0420322058545035,11.350652102924355
1,15,stage2,1.5220044364952263,11.193639849914755
1,16,stage2,1.1201762256179457,11.372250402784527
1,17,stage2,0.8616989444728858,11.310037250002122
1,18,stage3,0.9467718194069507,13.815448981274521
1,19,stage3,0.698641778740683,15.970663833149967
1,20,stage3,0.5408216810501875,15.978777877805978
1,21,stage3,0.4091703372879376,16.012401066518382
1,22,stage3,0.3144658482980731,16.066481753560733
1,23,stage3,0.25337733418876696,15.98789305393926
1,24,stage3,0.21729172257349227,15.974632180147863
1,25,stage3,0.20202432037884033,16.037861849240144
1,26,stage3,0.24075011972991842,15.998851019612436
15,0,stage1,0.0783653555458086,12.23184977032137
15,1,stage1,0.11771756336608008,8.537890633935925
15,2,stage1,0.20931360568748072,7.693601094593765
15,3,stage1,0.20232283399431905,6.91675566037694
15,4,stage1,0.20678297486839,6.403142110076579
15,5,stage1,0.20700845053027714,5.879558823571618
15,6,stage1,0.16581655235205908,4.741939330795298
15,7,stage1,0.25177205772730865,5.925540323206673
15,8,stage1,0.10814690618471852,3.335222225649156
15,9,stage2,0.316189002583363,6.459607726667454
15,10,stage2,0.34593195265515075,7.161957842428197
15,11,stage2,0.30473821169089715,6.088087845447994
15,12,stage2,0.187028261653192,4.412468708564962
15,13,stage2,0.23777825781967107,4.772740789286972
15,14,stage2,0.11814510177572929,3.166622981389197
15,15,stage2,0.23039185324128375,4.44906431069069
15,16,stage2,0.15027469960221396,3.6284562438580585
15,17,stage2,0.19560543504049055,4.101946364105585
15,18,stage3,0.3103376679524077,6.337989484254028
15,19,stage3,0.40046337676266797,8.13978639701997
15,20,stage3,0.3579242177909814,7.146755666866585
15,21,stage3,0.2775180295938085,5.938623904216567
15,22,stage3,0.2635153022999375,5.5045190798927495
15,23,stage3,0.20287328951561723,4.8617966680153835
15,24,stage3,0.21920138433032998,5.047128204513233
15,25,stage3,0.21975301795217264,5.1700403929853485
15,26,stage3,0.2218608494060868,5.559601532221758
30,0,stage1,0.1477241503799862,6.849708784832514
30,1,stage1,0.18099955261455747,5.071933387330955
30,2,stage1,0.3330599388873072,5.5745855476726085
30,3,stage1,0.3105601481834012,5.245352731777122
30,4,stage1,0.29975299824518814,5.189756155588408
30,5,stage1,0.309540912664141,4.971280874914681
30,6,stage1,0.2750173433210165,3.914465542750642
30,7,stage1,0.34336894763018816,5.391475886763181
30,8,stage1,0.15799414701745784,2.6658465992091775
30,9,stage2,0.4542700342201786,6.067905179433967
30,10,stage2,0.49812003701584295,6.620708731200426
30,11,stage2,0.4324579914727633,5.658827220877757
30,12,stage2,0.2888942306064944,3.8074300856505165
30,13,stage2,0.3521552281457542,4.587271553193071
30,14,stage2,0.2274153827604144,2.6310508108970634
30,15,stage2,0.3241036107243514,4.256909867948854
30,16,stage2,0.17865078075155189,2.8026727011670385
30,17,stage2,0.284109001938181,3.779060044864711
30,18,stage3,0.5432988953817363,6.128978993827186
30,19,stage3,0.8321597219508835,8.261603547143013
30,20,stage3,0.7096336481381466,7.206235929609393
30,21,stage3,0.48595089050683943,5.270196034297889
30,22,stage3,0.40861082934830095,4.844753924282742
30,23,stage3,0.24457896364292828,3.7453000179459948
30,24,stage3,0.27533628049284165,4.033884414877949
30,25,stage3,0.3128297734707514,4.394671872750072
30,26,stage3,0.301407997053115,4.634737846590269
