epoch,train_loss,train_acc,val_loss,val_acc,lr,time_s
1,1.909119725227356,0.2971866096866097,1.4562807426452637,0.4572,0.09972609476841367,22.950229167938232
2,1.3047665704009879,0.5229478276353277,1.1784680854797362,0.5832,0.09890738003669028,21.95036482810974
3,0.9945228473413364,0.6464565527065527,0.996147479724884,0.6558,0.09755282581475767,23.077740907669067
4,0.8187159403436883,0.7135194088319088,0.9305119146347046,0.6788,0.09567727288213003,21.60396695137024
5,0.7311960899422312,0.7427662037037037,0.8394589684486389,0.7124,0.09330127018922194,23.169166326522827
6,0.6602710555082033,0.7707888176638177,0.8549014150619507,0.7104,0.09045084971874737,21.60503840446472
7,0.6122708916664124,0.7886841168091168,0.8052666831970214,0.7242,0.0871572412738697,22.913882970809937
8,0.5778473984142314,0.8012597934472935,0.6640810195922852,0.7766,0.0834565303179429,21.58190417289734
9,0.5443070355983202,0.8127225783475783,0.6321995705604553,0.787,0.07938926261462365,22.989317655563354
10,0.5244378241208884,0.8197560541310541,0.6189070279121399,0.7876,0.07499999999999998,21.68489933013916
11,0.49828639966130595,0.8280804843304843,0.6274781009674072,0.7878,0.07033683215379001,23.203777313232422
12,0.4700341407220248,0.8387197293447294,0.682689543914795,0.7726,0.06545084971874737,21.351930618286133
13,0.4509653080987115,0.8439948361823362,0.549514342880249,0.8098,0.06039558454088796,22.939639568328857
14,0.4311362861568092,0.8502938034188035,0.5312301645278931,0.82,0.05522642316338268,21.651341676712036
15,0.40410407070081117,0.8602207977207977,0.6011709599494934,0.8054,0.05000000000000001,22.842883348464966
16,0.3840650245335027,0.8664084757834758,0.5505473921775818,0.8156,0.04477357683661733,21.528405904769897
17,0.3663297813502472,0.8724626068376068,0.5448372801780701,0.8192,0.03960441545911203,22.836096048355103
18,0.3394025890236227,0.8835470085470085,0.4794137722015381,0.8392,0.03454915028125263,21.28774118423462
19,0.31703842132010013,0.8907362891737892,0.5214389434814453,0.8362,0.02966316784621,22.917433261871338
20,0.2927970208248861,0.8973691239316239,0.4125279082775116,0.8626,0.025000000000000012,21.36615538597107
21,0.2714109256481513,0.908141915954416,0.35567133507728577,0.8826,0.02061073738537635,23.281396627426147
22,0.2436278454768352,0.9165331196581197,0.3521280778408051,0.8796,0.016543469682057107,22.475199937820435
23,0.21962997690904515,0.9239672364672364,0.36273853960037233,0.8738,0.012842758726130301,22.889355421066284
24,0.19676107318907382,0.9322248931623932,0.3362309186935425,0.8864,0.009549150281252635,22.359686374664307
25,0.17167278504439568,0.9411948005698005,0.3263910569190979,0.895,0.006698729810778067,22.15170168876648
26,0.14977677505028214,0.9492076210826211,0.28916875495910643,0.8998,0.004322727117869953,22.126824378967285
27,0.12999112159013748,0.9572872150997151,0.2834433773994446,0.9086,0.002447174185242324,21.994473934173584
28,0.11549123358565179,0.9615607193732194,0.2809660965919495,0.909,0.0010926199633097158,22.4334397315979
29,0.10630776255558698,0.9659900284900285,0.27738014106750486,0.9094,0.00027390523158633,22.262853622436523
30,0.1013418784380978,0.967948717948718,0.2752807032108307,0.9118,0.0,23.234209775924683
