epoch,block,stage,grad_norm,weight_norm
1,0,stage1,0.8927770180172454,7.961041360913213
1,1,stage1,0.5701753765022833,7.934453304425725
1,2,stage1,0.4028944117479266,7.900384830807517
1,3,stage1,0.3518353621904954,8.143423232858703
1,4,stage1,0.31050824578864816,7.921389231939787
1,5,stage2,0.4232077034851707,9.862723723413566
1,6,stage2,0.41499647034155185,11.212845207352279
1,7,stage2,0.3363781079978349,11.286015315119647
1,8,stage2,0.317512779034988,11.264482966721925
1,9,stage2,0.28838407962032814,11.320321598404728
1,10,stage3,0.4086282970783228,13.910734606500135
1,11,stage3,0.3948517715460492,16.03266814207499
1,12,stage3,0.39829824856579676,15.954451099542576
1,13,stage3,0.38074770537440766,15.991017681322694
1,14,stage3,0.38427574419127364,15.939304862953094
15,0,stage1,0.09834951374048169,4.084515238355812
15,1,stage1,0.1142738852648296,3.7567796457514215
15,2,stage1,0.1060643202269192,3.8134111660125685
15,3,stage1,0.1356865233586489,4.596989015245373
15,4,stage1,0.1718317134491492,5.912354720349025
15,5,stage2,0.2377625941434148,7.705159814205749
15,6,stage2,0.19110305283142598,5.933816188638377
15,7,stage2,0.1854116398731789,5.5704681246340035
15,8,stage2,0.2251606933637111,7.278560682059124
15,9,stage2,0.2452394780736668,7.783563599321811
15,10,stage3,0.40879405748110587,11.411376804261948
15,11,stage3,0.39793364137456644,11.191225422568355
15,12,stage3,0.405385822202264,10.131407417519327
15,13,stage3,0.3569050893608549,8.648236142289521
15,14,stage3,0.38242346594755233,8.290968579629483
30,0,stage1,0.16868368463929195,3.2549663891206957
30,1,stage1,0.1745405865974897,3.1271476232403614
30,2,stage1,0.1991554842329185,3.1772750963382568
30,3,stage1,0.21920121863067324,3.792984150188387
30,4,stage1,0.2495984786973038,4.997692433975086
30,5,stage2,0.36537673542081694,6.456750770195707
30,6,stage2,0.32050166708234445,5.063023387085652
30,7,stage2,0.29670549246572575,4.812320458171782
30,8,stage2,0.3542592725808873,6.122853584219857
30,9,stage2,0.38949065491529083,6.522879753710939
30,10,stage3,0.5799575577613849,9.824270393129671
30,11,stage3,0.6116619843785358,9.653602014810408
30,12,stage3,0.6432684810428345,8.979253805376436
30,13,stage3,0.5911050220859723,7.754249146227979
30,14,stage3,0.4421939446683944,7.025108944737071
